"Read Position"	"SRR11711678"	"SRR11711679"	"SRR11711680"	"SRR11711681"	"SRR11711682"	"SRR11711683"	"SRR11711684"	"SRR11711685"	"SRR11711686"	"SRR11711687"	"SRR11711688"	"SRR11711689"	"SRR11711690"	"SRR11711691"	"SRR11711692"	"SRR11711693"	"SRR11711695"	"SRR11711706"	"SRR11711717"	"SRR11711728"	"SRR11711739"	"SRR11711760"	"SRR11711771"	"SRR11711782"	"SRR11711793"	"SRR11711804"	"SRR11711805"	"SRR11711806"	"SRR11711807"	"SRR11711808"	"SRR11711809"	"SRR11711810"	"SRR11711811"	"SRR11711812"	"SRR11711813"	"SRR11711814"	"SRR11711815"	"SRR11711816"	"SRR11711817"	"SRR11711818"	"SRR11711819"	"SRR11711820"	"SRR11711821"	"SRR11711822"	"SRR11711823"	"SRR11711824"	"SRR11711825"	"SRR11711826"	"SRR11711827"	"SRR11711828"	"SRR11711833"	"SRR11711844"	"SRR11711855"	"SRR11711866"	"SRR11711877"	"SRR11711888"	"SRR11711899"	"SRR11711907"	"SRR11711908"	"SRR11711909"	"SRR11711910"	"SRR11711911"	"SRR11711912"	"SRR11711913"	"SRR11711914"	"SRR11711915"	"SRR11711916"	"SRR11711927"	"SRR11711938"	"SRR11711949"	"SRR11711950"	"SRR11711951"
36	37.8949	38.4028	38.4939	38.3233	38.0073	38.3603	37.6249	38.4306	37.2168	38.0537	38.4241	38.3532	38.1202	37.9976	38.3454	38.4008	37.4214	37.4031	37.5657	37.264	38.2693	37.8113	37.9683	37.2814	38.3209	38.0053	37.8353	38.2005	38.2426	38.1973	37.7436	37.7471	37.8424	38.0747	37.3259	38.2128	38.0162	38.0556	38.3461	38.049	37.9101	38.0875	37.6041	37.777	38.1958	37.8106	38.2401	37.9138	38.3115	37.8863	38.0639	38.0524	37.5314	37.7631	38.1383	37.7334	37.7131	37.7867	38.3278	38.4333	37.6778	37.7886	38.2546	37.9224	38.2759	38.3512	37.9929	38.0067	37.919	37.7789	37.828	37.9853
37	37.8414	38.3297	38.4715	38.267	37.8883	38.2574	37.5315	38.3403	37.2869	38.0054	38.3546	38.3196	38.0709	37.8675	38.2273	38.3231	37.334	37.2839	37.4933	37.3143	38.2343	37.7112	37.9205	37.2998	38.2943	37.9746	37.8492	38.154	38.2005	38.1546	37.6639	37.6816	37.7606	38.0252	37.336	38.1928	37.9755	38.0313	38.3153	37.992	37.8299	38.0306	37.5254	37.6806	38.159	37.8153	38.2011	37.8451	38.2631	37.8444	37.985	37.9902	37.4581	37.6805	38.0906	37.6952	37.6563	37.7335	38.2521	38.4007	37.6068	37.7276	38.1929	37.8034	38.1665	38.2597	37.9588	37.9575	37.8441	37.716	37.7354	37.9428
38	37.7751	38.3155	38.4295	38.1999	37.8039	38.2041	37.3972	38.2791	36.9147	37.9563	38.3352	38.2844	37.9972	37.7896	38.157	38.2804	37.2156	37.1677	37.4001	37.2629	38.1867	37.6206	37.8451	37.2765	38.2416	37.8784	37.8113	38.0669	38.1231	38.0656	37.5294	37.6205	37.6575	37.9676	37.3119	38.147	37.8931	37.936	38.2289	37.8991	37.7209	37.9355	37.4173	37.6374	38.0872	37.7868	38.1051	37.7341	38.1686	37.7652	37.8708	37.8834	37.3631	37.6117	38.0207	37.6346	37.5224	37.6704	38.2426	38.3664	37.4913	37.6376	38.1282	37.7183	38.1184	38.2006	37.8576	37.8683	37.7288	37.6185	37.6513	37.8711
39	37.7134	38.2351	38.3373	38.1623	37.7363	38.1109	37.2918	38.2026	36.5908	37.876	38.2603	38.2134	37.9554	37.6996	38.0489	38.2158	37.0993	37.0593	37.2654	37.2118	38.1322	37.5375	37.7526	37.2158	38.1995	37.8434	37.7797	38.028	38.0485	37.9833	37.4791	37.5525	37.5717	37.8803	37.2538	38.1123	37.8025	37.9007	38.1828	37.7947	37.6685	37.8485	37.3607	37.5395	38.0218	37.7555	38.0589	37.6844	38.118	37.6689	37.7984	37.8109	37.3268	37.5034	37.942	37.55	37.4479	37.6057	38.1577	38.2684	37.3796	37.5553	38.0893	37.6503	38.0161	38.1191	37.8134	37.7756	37.673	37.5288	37.578	37.7861
40	37.6255	38.1408	38.2486	38.0352	37.7032	38.0676	37.2247	38.1412	37.0428	37.7789	38.1694	38.1339	37.8376	37.6677	38.0175	38.1347	36.9989	36.932	37.124	37.0663	38.0287	37.4134	37.6305	37.0716	38.0992	37.7382	37.6615	37.9186	37.9797	37.9513	37.4032	37.4677	37.4333	37.7867	37.1208	38.0098	37.7668	37.792	38.104	37.7783	37.6127	37.7684	37.245	37.4232	37.9204	37.6336	37.9402	37.6275	38.0448	37.6442	37.7526	37.7327	37.1989	37.3844	37.8421	37.4245	37.3255	37.5223	38.0607	38.1793	37.3108	37.478	37.9636	37.6148	37.9754	38.0594	37.7023	37.7301	37.613	37.4392	37.4574	37.6652
41	37.5777	38.0779	38.1616	37.9797	37.6225	37.9675	37.1039	38.1043	37.0206	37.7244	38.1076	38.032	37.7782	37.5923	37.9255	38.0882	36.8731	36.8618	37.059	36.981	37.959	37.3736	37.5811	37.0005	38.0382	37.6405	37.6031	37.851	37.8896	37.8408	37.343	37.3614	37.4314	37.7323	37.0405	37.9564	37.6501	37.7203	38.0142	37.6558	37.5439	37.7073	37.1874	37.3874	37.8588	37.5813	37.8709	37.5574	37.9503	37.5229	37.6804	37.6615	37.1225	37.3602	37.7855	37.3265	37.2025	37.4654	37.9977	38.1014	37.1728	37.3706	37.9006	37.5324	37.8756	38.0209	37.5984	37.6096	37.525	37.3291	37.4219	37.6235
42	37.4898	38.0277	38.1148	37.886	37.5307	37.8949	36.9461	38.0533	37.1022	37.6537	38.0528	37.9862	37.6606	37.5088	37.8398	38.0393	36.6912	36.6515	36.9005	36.8231	37.8773	37.2111	37.4812	36.8857	37.9647	37.5882	37.5039	37.805	37.8266	37.8003	37.2345	37.2603	37.2966	37.6431	36.9254	37.8803	37.61	37.6679	37.9438	37.642	37.44	37.6064	37.0599	37.2808	37.7534	37.4802	37.8342	37.4584	37.8654	37.4917	37.5866	37.5618	37.008	37.2254	37.6817	37.1901	37.0692	37.3754	37.9443	38.0437	37.0699	37.2625	37.8062	37.4364	37.7948	37.9668	37.5282	37.552	37.4152	37.2081	37.2783	37.5411
43	37.5212	38.1048	38.195	37.9461	37.6463	38.0263	37.0211	38.1776	37.0789	37.694	38.1225	38.0596	37.7335	37.6187	38.0012	38.1563	36.7954	36.8296	37.031	36.9899	37.9762	37.425	37.6322	37.0376	38.0835	37.6803	37.5945	37.9076	37.9381	37.8837	37.3437	37.3735	37.5215	37.8024	37.083	37.9785	37.6922	37.7522	38.0689	37.6967	37.5418	37.7907	37.1732	37.4672	37.9432	37.5695	37.9498	37.5507	37.9841	37.5391	37.6664	37.7474	37.0995	37.4333	37.8544	37.2636	37.1318	37.3994	38.0213	38.1187	37.118	37.4012	37.8624	37.5473	37.9245	38.0918	37.6147	37.6239	37.5064	37.3376	37.4984	37.7014
44	37.5192	38.1262	38.2218	38.0065	37.6751	38.0867	36.9204	38.1586	36.9148	37.7326	38.1361	38.0741	37.788	37.6613	38.0412	38.137	36.7602	36.7934	36.9982	36.8445	37.9197	37.4157	37.6334	36.9241	38.0369	37.6324	37.5351	37.8489	37.9077	37.7914	37.3089	37.3767	37.5096	37.8167	36.9755	37.9195	37.6064	37.7021	38.0625	37.5764	37.4895	37.7973	37.203	37.4361	37.961	37.4953	37.8789	37.5073	37.9797	37.4289	37.6037	37.7502	37.1242	37.4008	37.8702	37.1496	37.0443	37.3951	38.0417	38.1478	37.0042	37.4073	37.9223	37.567	37.9869	38.0701	37.5594	37.5325	37.4478	37.3394	37.4917	37.7074
45	37.5304	38.1203	38.203	38.004	37.6711	38.0342	36.9228	38.1319	36.9395	37.7464	38.1217	38.0444	37.7975	37.6537	37.9896	38.1098	36.7348	36.7689	36.9219	36.8054	37.8912	37.4375	37.5882	36.8965	38.0172	37.624	37.4723	37.8438	37.9107	37.8179	37.3464	37.3877	37.5256	37.7876	36.9463	37.8934	37.6099	37.6782	38.0439	37.6197	37.5399	37.8024	37.2133	37.4477	37.9331	37.4396	37.8812	37.5518	37.9661	37.4366	37.6631	37.7595	37.128	37.4118	37.8441	37.0871	36.9893	37.4009	38.0276	38.1252	36.9668	37.4183	37.9181	37.5611	37.9364	38.0385	37.5417	37.5273	37.4825	37.3316	37.5261	37.6701
46	37.4666	38.0846	38.1559	37.956	37.6204	37.9711	36.8121	38.098	36.7841	37.7027	38.0663	38.0071	37.7448	37.5954	37.9364	38.0725	36.6738	36.6412	36.8366	36.7877	37.8436	37.346	37.5398	36.8659	37.9854	37.5988	37.4481	37.8039	37.9041	37.7995	37.2867	37.3668	37.4592	37.741	36.9222	37.87	37.615	37.6443	38.0329	37.6271	37.4704	37.7753	37.1742	37.4012	37.8936	37.4021	37.8416	37.4832	37.9487	37.4464	37.5974	37.7146	37.0808	37.3686	37.8006	37.0115	36.9231	37.3304	37.9905	38.0782	36.913	37.4138	37.8602	37.5072	37.873	37.9985	37.5073	37.5209	37.4064	37.3169	37.4522	37.6356
47	37.3178	37.9843	38.0992	37.8704	37.5218	37.9279	36.6954	38.0192	36.6315	37.5615	37.9825	37.9206	37.6571	37.5201	37.891	37.986	36.5367	36.4799	36.7014	36.7117	37.7516	37.221	37.4388	36.8151	37.8986	37.4924	37.3628	37.7348	37.7969	37.7414	37.2167	37.2318	37.3866	37.6516	36.8743	37.781	37.5474	37.5638	37.9267	37.5789	37.3941	37.7102	37.0329	37.3168	37.8086	37.3185	37.7725	37.4	37.8323	37.3747	37.5187	37.6403	36.949	37.2711	37.7117	36.8855	36.7826	37.1801	37.8839	38.0093	36.7902	37.3191	37.7749	37.4113	37.8287	37.9204	37.3916	37.4422	37.3136	37.2135	37.3334	37.5428
48	37.2294	37.9222	38.0068	37.8136	37.4466	37.8483	36.5633	37.964	36.6747	37.4774	37.9008	37.8503	37.5728	37.4454	37.8173	37.9309	36.3991	36.3639	36.554	36.5947	37.6475	37.147	37.3327	36.6949	37.8082	37.3982	37.271	37.6345	37.7076	37.6588	37.1254	37.1539	37.3166	37.557	36.7568	37.6931	37.4554	37.465	37.8479	37.4921	37.3142	37.5983	36.999	37.2159	37.7369	37.221	37.673	37.3188	37.748	37.2862	37.4468	37.5452	36.8714	37.1918	37.6266	36.7489	36.6464	37.0906	37.8223	37.9136	36.6465	37.2368	37.7189	37.329	37.7436	37.8598	37.2858	37.3363	37.2179	37.1218	37.2759	37.4482
49	37.1436	37.8156	37.9094	37.6997	37.3198	37.7647	36.4089	37.8741	36.5926	37.3845	37.8084	37.7332	37.4647	37.3194	37.7229	37.8447	36.2382	36.2249	36.4217	36.4506	37.5436	37.0432	37.2393	36.5592	37.7204	37.2841	37.1714	37.5255	37.6043	37.5629	37.0116	37.0387	37.2187	37.4815	36.6196	37.6216	37.3428	37.3429	37.7412	37.39	37.1888	37.4925	36.9138	37.1116	37.651	37.1211	37.5725	37.2073	37.6321	37.1747	37.3384	37.4274	36.7828	37.0831	37.5452	36.6133	36.4667	37.0015	37.7078	37.8154	36.4902	37.1172	37.5972	37.192	37.6581	37.7654	37.1615	37.2179	37.1013	36.9926	37.1783	37.362
50	37.0168	37.7119	37.8168	37.5796	37.1906	37.6528	36.254	37.7558	36.3869	37.2694	37.7072	37.6351	37.3266	37.19	37.6138	37.7211	36.0781	36.0451	36.2478	36.2293	37.4309	36.9	37.1112	36.355	37.6191	37.1389	37.0527	37.4066	37.4759	37.4516	36.9074	36.947	37.0945	37.3621	36.4237	37.5206	37.2231	37.2209	37.6195	37.2796	37.0954	37.395	36.8138	36.9836	37.5373	36.9967	37.4608	37.0954	37.4927	37.055	37.2402	37.3178	36.6759	36.9597	37.4261	36.4416	36.2826	36.8695	37.6032	37.7235	36.3109	37.0147	37.478	37.0593	37.5419	37.6432	37.0083	37.0863	36.9783	36.879	37.05	37.2465
